,page_views
2007-12-31,44185
2008-12-31,1079539
2009-12-31,1269451
2010-12-31,1456473
2011-12-31,1314656
2012-12-31,1229749
2013-12-31,1075701
2014-12-31,586057
2015-12-31,141734
