,page_views
2007-12-31,125376
2008-12-31,3004081
2009-12-31,3528667
2010-12-31,3720249
2011-12-31,3399771
2012-12-31,3622363
2013-12-31,3121524
2014-12-31,2128558
2015-12-31,757615
