,revisions
2001-12-31,1
2002-12-31,2
2003-12-31,10
2004-12-31,8
2005-12-31,23
2006-12-31,140
2007-12-31,352
2008-12-31,212
2009-12-31,181
2010-12-31,153
2011-12-31,105
2012-12-31,48
2013-12-31,43
2014-12-31,21
