,page_views
2007-12-31,66717
2008-12-31,1425123
2009-12-31,1690426
2010-12-31,2413245
2011-12-31,3394155
2012-12-31,2323815
2013-12-31,2141530
2014-12-31,1513069
2015-12-31,371551
