,revisions
2001-12-31,1
2002-12-31,4
2003-12-31,3
2004-12-31,23
2005-12-31,53
2006-12-31,115
2007-12-31,107
2008-12-31,3
2009-12-31,18
2010-12-31,9
2011-12-31,65
2012-12-31,108
2013-12-31,52
2014-12-31,42
2015-12-31,8
