,revisions
2002-12-31,1.0
2003-12-31,0.0
2004-12-31,3.0
2005-12-31,8.0
2006-12-31,24.0
2007-12-31,9.0
2008-12-31,9.0
2009-12-31,7.0
2010-12-31,5.0
2011-12-31,37.0
2012-12-31,10.0
2013-12-31,4.0
2014-12-31,9.0
2015-12-31,11.0
