,page_views
2007-12-31,30416
2008-12-31,870082
2009-12-31,1320208
2010-12-31,1822475
2011-12-31,1861763
2012-12-31,2159301
2013-12-31,2067496
2014-12-31,750492
2015-12-31,158844
