,revisions
2006-10-31,84
2006-11-30,36
2006-12-31,29
2007-01-31,28
2007-02-28,69
2007-03-31,51
2007-04-30,61
2007-05-31,57
2007-06-30,57
2007-07-31,24
2007-08-31,31
2007-09-30,30
2007-10-31,78
2007-11-30,38
2007-12-31,38
2008-01-31,46
2008-02-29,4
2008-03-31,6
2008-04-30,5
2008-05-31,5
2008-06-30,44
2008-07-31,35
2008-08-31,31
2008-09-30,18
2008-10-31,41
2008-11-30,66
2008-12-31,5
2009-01-31,48
2009-02-28,33
2009-03-31,45
2009-04-30,34
2009-05-31,34
2009-06-30,30
2009-07-31,22
2009-08-31,10
2009-09-30,30
2009-10-31,40
2009-11-30,33
2009-12-31,37
2010-01-31,35
2010-02-28,28
2010-03-31,79
2010-04-30,21
2010-05-31,12
2010-06-30,38
2010-07-31,6
2010-08-31,18
2010-09-30,26
2010-10-31,20
2010-11-30,10
2010-12-31,16
2011-01-31,26
2011-02-28,17
2011-03-31,16
2011-04-30,17
2011-05-31,36
2011-06-30,21
2011-07-31,9
2011-08-31,16
2011-09-30,29
2011-10-31,23
2011-11-30,27
2011-12-31,22
2012-01-31,23
2012-02-29,12
2012-03-31,13
2012-04-30,13
2012-05-31,35
2012-06-30,18
2012-07-31,14
2012-08-31,10
2012-09-30,14
2012-10-31,29
2012-11-30,29
2012-12-31,16
2013-01-31,9
2013-02-28,21
2013-03-31,5
2013-04-30,21
2013-05-31,10
2013-06-30,29
2013-07-31,4
2013-08-31,17
2013-09-30,38
2013-10-31,2
2013-11-30,3
2013-12-31,12
2014-01-31,21
2014-02-28,29
2014-03-31,35
2014-04-30,5
2014-05-31,14
2014-06-30,10
2014-07-31,10
2014-08-31,13
2014-09-30,7
2014-10-31,6
2014-11-30,10
2014-12-31,10
2015-01-31,4
2015-02-28,10
2015-03-31,4
2015-04-30,5
