,page_views
2007-12-31,51301
2008-12-31,1222533
2009-12-31,1472884
2010-12-31,1580533
2011-12-31,1640869
2012-12-31,1770096
2013-12-31,1887130
2014-12-31,1129866
2015-12-31,305420
