,page_views
2007-12-31,33380
2008-12-31,980285
2009-12-31,1134773
2010-12-31,1213387
2011-12-31,1121666
2012-12-31,1289674
2013-12-31,1232803
2014-12-31,664055
2015-12-31,172053
