,revisions
2004-12-31,4
2005-12-31,15
2006-12-31,6
2007-12-31,5
2008-12-31,17
2009-12-31,4
2010-12-31,13
2011-12-31,16
2012-12-31,10
2013-12-31,10
2014-12-31,4
