,revisions
2002-12-31,37
2003-12-31,14
2004-12-31,52
2005-12-31,83
2006-12-31,104
2007-12-31,64
2008-12-31,49
2009-12-31,23
2010-12-31,36
2011-12-31,36
2012-12-31,30
2013-12-31,38
2014-12-31,30
2015-12-31,20
