,page_views
2007-12-31,52862
2008-12-31,959066
2009-12-31,1079733
2010-12-31,1170156
2011-12-31,1127439
2012-12-31,1057125
2013-12-31,1057291
2014-12-31,707427
2015-12-31,165952
