,revisions
2002-12-31,1.0
2003-12-31,1.0
2004-12-31,1.0
2005-12-31,0.0
2006-12-31,3.0
2007-12-31,32.0
2008-12-31,50.0
2009-12-31,24.0
2010-12-31,22.0
2011-12-31,61.0
2012-12-31,54.0
2013-12-31,29.0
2014-12-31,17.0
2015-12-31,3.0
